Title,Year,Source,Authors,Class
Gerrymandering under Uncertain Preferences (Student Abstract),2022,AAAI,Benjamin Kelly,STUDENT ABSTRACT AND POSTER PROGRAM
Equilibrium Finding in Matrix Games Via Greedy Regret Minimization,2022,AAAI,"Hugh Zhang, Adam Lerer, Noam Brown",MAIN TRACK
Clinical-BERT: Vision-Language Pre-Training for Radiograph Diagnosis and Reports Generation,2022,AAAI,"Bin Yan, Mingtao Pei",MAIN TRACK
An Optimal Transport Approach to Deep Metric Learning (Student Abstract),2022,AAAI,"Jason Dou, Lei Luo, Mingrui Yang",STUDENT ABSTRACT AND POSTER PROGRAM
ContrastNet: A Contrastive Learning Framework for Few-Shot Text Classification,2022,AAAI,"Junfan Chen, Richong Zhang, Yongyi Mao, Jie Xu",MAIN TRACK
Search and Learn: Improving Semantic Coverage for Data-to-Text Generation,2022,AAAI,"Shailza Jolly, Zi Xuan Zhang, Andreas Dengel, Lili Mou",MAIN TRACK
Learning Expected Emphatic Traces for Deep RL,2022,AAAI,"Ray Jiang, Shangtong Zhang, Veronica Chelu, Adam White, Hado van Hasselt",MAIN TRACK
I Can Find You! Boundary-Guided Separated Attention Network for Camouflaged Object Detection,2022,AAAI,"Hongwei Zhu, Peng Li, Haoran Xie, Xuefeng Yan, Dong Liang, Dapeng Chen, Mingqiang Wei, Jing Qin",MAIN TRACK
Graph Structure Learning with Variational Information Bottleneck,2022,AAAI,"Qingyun Sun, Jianxin Li, Hao Peng, Jia Wu, Xingcheng Fu, Cheng Ji, Philip S Yu",MAIN TRACK
A Fast Local Search Algorithm for the Latin Square Completion Problem,2022,AAAI,"Shiwei Pan, Yiyuan Wang, Minghao Yin",MAIN TRACK
SCTN: Sparse Convolution-Transformer Network for Scene Flow Estimation,2022,AAAI,"Bing Li, Cheng Zheng, Silvio Giancola, Bernard Ghanem",MAIN TRACK
SiamTrans: Zero-Shot Multi-Frame Image Restoration with Pre-Trained Siamese Transformers,2022,AAAI,"Lin Liu, Shanxin Yuan, Jianzhuang Liu, Xin Guo, Youliang Yan, Qi Tian",MAIN TRACK
Fuzzy Logic based Logical Query Answering on Knowledge Graphs,2022,AAAI,"Xuelu Chen, Ziniu Hu, Yizhou Sun",MAIN TRACK
Multi-View Clustering on Topological Manifold,2022,AAAI,"Shudong Huang, Ivor Tsang, Zenglin Xu, Jiancheng Lv, Quan-Hui Liu",MAIN TRACK
Fair and Efficient Allocations of Chores under Bivalued Preferences,2022,AAAI,"Jugal Garg, Aniket Murhekar, John Qin",MAIN TRACK
Knowledge Distillation for Object Detection via Rank Mimicking and Prediction-Guided Feature Imitation,2022,AAAI,"Gang Li, Xiang Li, Yujie Wang, Shanshan Zhang, Yichao Wu, Ding Liang",MAIN TRACK
Can Vision Transformers Learn without Natural Images?,2022,AAAI,"Kodai Nakashima, Hirokatsu Kataoka, Asato Matsumoto, Kenji Iwata, Nakamasa Inoue, Yutaka Satoh",MAIN TRACK
Temporal Action Proposal Generation with Background Constraint,2022,AAAI,"Haosen Yang, Wenhao Wu, Lining Wang, Sheng Jin, Boyang Xia, Hongxun Yao, Hujie H Huang",MAIN TRACK
Graph Convolutional Networks with Dual Message Passing for Subgraph Isomorphism Counting and Matching,2022,AAAI,"Xin Liu, Yangqiu Song",MAIN TRACK
Listwise Learning to Rank Based on Approximate Rank Indicators,2022,AAAI,"Thibaut Thonet, Yagmur Gizem Cinar, Eric Gaussier, Minghan Li, Jean-Michel Renders",MAIN TRACK
Trading Complexity for Sparsity in Random Forest Explanations,2022,AAAI,"Gilles Audemard, Steve Bellart, Lounès Bounia, Frédéric Koriche, Jean-Marie Lagniez, Pierre Marquis",MAIN TRACK
AI for Disaster Rapid Damage Assessment from Microblogs,2022,AAAI,"Muhammad Imran, Umair Qazi, Ferda Ofli, Steve Peterson, Firoj Alam",MAIN TRACK
Learning to Walk with Dual Agents for Knowledge Graph Reasoning,2022,AAAI,"Denghui Zhang, Zixuan Yuan, Hao Liu, Xiaodong Lin, Hui Xiong",MAIN TRACK
Reconfiguring Shortest Paths in Graphs,2022,AAAI,"Kshitij Gajjar, Agastya Vibhuti Jha, Manish Kumar, Abhiruk Lahiri",MAIN TRACK
Mitigating Low Agricultural Productivity of Smallholder Farms in Africa: Time-Series Forecasting for Environmental Stressors,2022,AAAI,"Maryam Tabar, Dongwon Lee, David P. Hughes, Amulya Yadav",DEMONSTRATIONS
RID-Noise: Towards Robust Inverse Design under Noisy Environments,2022,AAAI,"Jia-Qi Yang, Ke-Bin Fan, Hao Ma, De-Chuan Zhan",MAIN TRACK
Discovering Interpretable Data-to-Sequence Generators,2022,AAAI,"Boris Wiegand, Dietrich Klakow, Jilles Vreeken",MAIN TRACK
SFSRNet: Super-Resolution for Single-Channel Audio Source Separation,2022,AAAI,"Joel Rixen, Matthias Renz",MAIN TRACK
FedProto: Federated Prototype Learning Across Heterogeneous Clients,2022,AAAI,"Yue Tan, Guodong Long, Lu Liu, Tianyi Zhou, Qinghua Lu, Jing Jiang, Chengqi Zhang",MAIN TRACK
Memotion Analysis through the Lens of Joint Embedding (Student Abstract),2022,AAAI,"Nethra Gunti, Sathyanarayanan Ramamoorthy, Parth Patwa, Amitava Das",STUDENT ABSTRACT AND POSTER PROGRAM
Cross-Modal Object Tracking: Modality-Aware Representations and a Unified Benchmark,2022,AAAI,"Chenglong Li, Tianhao Zhu, Lei Liu, Xiaonan Si, Zilin Fan, Sulan Zhai",MAIN TRACK
"A Demonstration of Compositional, Hierarchical Interactive Task Learning",2022,AAAI,"Aaron Mininger, John Laird",DEMONSTRATIONS
When Shift Operation Meets Vision Transformer: An Extremely Simple Alternative to Attention Mechanism,2022,AAAI,"Guangting Wang, Yucheng Zhao, Chuanxin Tang, Chong Luo, Wenjun Zeng",MAIN TRACK
A Hybrid Evolutionary Algorithm for the Diversified Top-k Weight Clique Search Problem (Student Abstract),2022,AAAI,"Jun Wu, Minghao Yin",STUDENT ABSTRACT AND POSTER PROGRAM
Degrade is Upgrade: Learning Degradation for Low-light Image Enhancement,2022,AAAI,"Kui Jiang, Zhongyuan Wang, Zheng Wang, Chen Chen, Peng Yi, Tao Lu, Chia-Wen Lin",MAIN TRACK
Adversarial Learning from Crowds,2022,AAAI,"Pengpeng Chen, Hailong Sun, Yongqiang Yang, Zhijun Chen",MAIN TRACK
DKPLM: Decomposable Knowledge-Enhanced Pre-Trained Language Model for Natural Language Understanding,2022,AAAI,"Taolin Zhang, Chengyu Wang, Nan Hu, Minghui Qiu, Chengguang Tang, Xiaofeng He, Jun Huang",MAIN TRACK
Cross-Modal Federated Human Activity Recognition via Modality-Agnostic and Modality-Specific Representation Learning,2022,AAAI,"Xiaoshan Yang, baochen xiong, Yi Huang, Changsheng Xu",MAIN TRACK
DialogLM: Pre-Trained Model for Long Dialogue Understanding and Summarization,2022,AAAI,"Ming Zhong, Yang Liu, Yichong Xu, Chenguang Zhu, Michael Zeng",MAIN TRACK
Noninvasive Lung Cancer Early Detection via Deep Methylation Representation Learning,2022,AAAI,"Xiangrui Cai, Jinsheng Tao, Shichao Wang, Zhiyu Wang, Jiaxian Wang, Mei Li, Hong Wang, Xixiang Tu, Hao Yang, Jian-Bing Fan, Hua Ji",AI FOR SOCIAL IMPACT TRACK
TRF: Learning Kernels with Tuned Random Features,2022,AAAI,"Alistair Shilton, Sunil Gupta, Santu Rana, Arun Kumar Venkatesh, Svetha Venkatesh",MAIN TRACK
Joint Deep Multi-Graph Matching and 3D Geometry Learning from Inhomogeneous 2D Image Collections,2022,AAAI,"Zhenzhang Ye, Tarun Yenamandra, Florian Bernard, Daniel Cremers",MAIN TRACK
Using Conditional Independence for Belief Revision,2022,AAAI,"Matthew James Lynn, James P. Delgrande, Pavlos Peppas",MAIN TRACK
From Dense to Sparse: Contrastive Pruning for Better Pre-Trained Language Model Compression,2022,AAAI,"Runxin Xu, Fuli Luo, Chengyu Wang, Baobao Chang, Jun Huang, Songfang Huang, Fei Huang",MAIN TRACK
AdaLoss: A Computationally-Efficient and Provably Convergent Adaptive Gradient Method,2022,AAAI,"Xiaoxia Wu, Simon Du, Yuege Xie, Rachel Ward",MAIN TRACK
DeepHardMark: Towards Watermarking Neural Network Hardware,2022,AAAI,"Joseph Clements, Yingjie Lao",MAIN TRACK
Heterogeneous Facility Location with Limited Resources,2022,AAAI,"Argyrios Deligkas, Aris Filos Ratsikas, Alexandros A. Voudouris",MAIN TRACK
Adaptive Kernel Graph Neural Network,2022,AAAI,"Mingxuan Ju, Shifu Hou, Yujie Fan, Jianan Zhao, Yanfang Ye, Liang Zhao",MAIN TRACK
Why Fair Labels Can Yield Unfair Predictions: Graphical Conditions for Introduced Unfairness,2022,AAAI,"Carolyn Ashurst, Ryan Carey, Silvia Chiappa, Tom Everitt",MAIN TRACK
Stage Conscious Attention Network (SCAN) : A Demonstration-Conditioned Policy for Few-Shot Imitation,2022,AAAI,"Jia-Fong Yeh, Chi-Ming Chung, Hung-Ting Su, Yi-Ting Chen, Winston H. Hsu",MAIN TRACK
"On Semantic Cognition, Inductive Generalization, and Language Models",2022,AAAI,Kanishka Misra,DOCTORAL CONSORTIUM
Elastic-Link for Binarized Neural Networks,2022,AAAI,"Jie Hu, Ziheng Wu, Vince Tan, Zhilin Lu, Mengze Zeng, Enhua Wu",MAIN TRACK
Interpretable Clustering via Multi-Polytope Machines,2022,AAAI,"Connor Lawless, Jayant Kalagnanam, Lam M. Nguyen, Dzung Phan, Chandra Reddy",MAIN TRACK
You Only Infer Once: Cross-Modal Meta-Transfer for Referring Video Object Segmentation,2022,AAAI,"Dezhuang Li, Ruoqi Li, Lijun Wang, Yifan Wang, Jinqing Qi, Lu Zhang, Ting Liu, Qingquan Xu, Huchuan Lu",MAIN TRACK
Exploiting Invariance in Training Deep Neural Networks,2022,AAAI,"Chengxi Ye, Xiong Zhou, Tristan McKinney, Yanfeng Liu, Qinggang Zhou, Fedor Zhdanov",MAIN TRACK
Learning to Rank Articles for Molecular Queries,2022,AAAI,"Galia Nordon, Aviram Magen, Ido Guy, Kira Radinsky",MAIN TRACK
HNO: High-Order Numerical Architecture for ODE-Inspired Deep Unfolding Networks,2022,AAAI,"Lin Kong, Wei Sun, Fanhua Shang, Yuanyuan Liu, Hongying Liu",MAIN TRACK
Commonsense Knowledge Reasoning and Generation with Pre-trained Language Models: A Survey,2022,AAAI,"Prajjwal Bhargava, Vincent Ng",SENIOR MEMBER PRESENTATION TRACK - SUMMARY
Learning to Transfer with von Neumann Conditional Divergence,2022,AAAI,"Ammar Shaker, Shujian Yu, Daniel Oñoro-Rubio",MAIN TRACK
A Dynamic Meta-Learning Model for Time-Sensitive Cold-Start Recommendations,2022,AAAI,"Krishna Prasad Neupane, Ervine Zheng, Yu Kong, Qi Yu",MAIN TRACK
Accelerating COVID-19 Research with Graph Mining and Transformer-Based Learning,2022,AAAI,"Ilya Tyagin, Ankit Kulshrestha, Justin Sybrandt, Krish Matta, Michael Shtutman, Ilya Safro",MAIN TRACK
Bag Graph: Multiple Instance Learning Using Bayesian Graph Neural Networks,2022,AAAI,"Soumyasundar Pal, Antonios Valkanas, Florence Regol, Mark Coates",MAIN TRACK
Graph-Wise Common Latent Factor Extraction for Unsupervised Graph Representation Learning,2022,AAAI,"Thilini Cooray, Ngai-Man Cheung",MAIN TRACK
Visual Consensus Modeling for Video-Text Retrieval,2022,AAAI,"Shuqiang Cao, Bairui Wang, Wei Zhang, Lin Ma",MAIN TRACK
A Multi-Factor Classification Framework for Completing Users‚Äô Fuzzy Queries (Student Abstract),2022,AAAI,"Yaning Zhang, Liangqing Wu, Yangyang Wang, Jia Wang, Xiaoguang Yu, Shuangyong Song, Youzheng Wu, Xiaodong He",STUDENT ABSTRACT AND POSTER PROGRAM
Anytime Guarantees Under Heavy-Tailed Data,2022,AAAI,Matthew J Holland,MAIN TRACK
Differentially Private Regret Minimization in Episodic Markov Decision Processes,2022,AAAI,"Sayak Ray Chowdhury, Xingyu Zhou",MAIN TRACK
Learning Probably Approximately Complete and Safe Action Models for Stochastic Worlds,2022,AAAI,"Brendan Juba, Roni Stern",MAIN TRACK
Discovering State and Action Abstractions for Generalized Task and Motion Planning,2022,AAAI,"Aidan Curtis, Tom Silver, Joshua B. Tenenbaum, Tomas Lozano-Perez, Leslie Pack Kaelbling",MAIN TRACK
Fast Payoff Matrix Sparsification Techniques for Structured Extensive-Form Games,2022,AAAI,"Gabriele Farina, Tuomas Sandholm",MAIN TRACK
PaintTeR: Automatic Extraction of Text Spans for Generating Art-Centered Questions,2022,AAAI,"Sujatha Das Gollapalli, See-Kiong Ng, Ying Kiat Tham, Shan Shan Chow, Jia Min Wong, Kevin Lim",MAIN TRACK
MBGRLp: Multiscale Bootstrap Graph Representation Learning on Pointcloud (Student Abstract),2022,AAAI,"Vandan Gorade, Azad Singh, Deepak Mishra",STUDENT ABSTRACT AND POSTER PROGRAM
Gradient Temporal Difference with Momentum: Stability and Convergence,2022,AAAI,"Rohan Deb, Shalabh Bhatnagar",MAIN TRACK
SCSNet: An Efficient Paradigm for Learning Simultaneously Image Colorization and Super-Resolution,2022,AAAI,"Jiangning Zhang, Chao Xu, Jian Li, Yue Han, Yabiao Wang, Ying Tai, Yong Liu",MAIN TRACK
Cooperative Multi-Agent Fairness and Equivariant Policies,2022,AAAI,"Niko A. Grupen, Bart Selman, Daniel D. Lee",MAIN TRACK
A Graph Convolutional Network with Adaptive Graph Generation and Channel Selection for Event Detection,2022,AAAI,"Zhipeng Xie, Yumin Tu",MAIN TRACK
MAGIC: Multimodal relAtional Graph adversarIal inferenCe for Diverse and Unpaired Text-Based Image Captioning,2022,AAAI,"Wenqiao Zhang, Haochen Shi, Jiannan Guo, Shengyu Zhang, Qingpeng Cai, Juncheng Li, Sihui Luo, Yueting Zhuang",MAIN TRACK
Separated Contrastive Learning for Organ-at-Risk and Gross-Tumor-Volume Segmentation with Limited Annotation,2022,AAAI,"Jiacheng Wang, Xiaomeng Li, Yiming Han, Jing Qin, Liansheng Wang, Qichao Zhou",MAIN TRACK
Admissible Policy Teaching through Reward Design,2022,AAAI,"Kiarash Banihashem, Adish Singla, Jiarui Gan, Goran Radanovic",MAIN TRACK
MDPGT: Momentum-Based Decentralized Policy Gradient Tracking,2022,AAAI,"Zhanhong Jiang, Xian Yeow Lee, Sin Yong Tan, Kai Liang Tan, Aditya Balu, Young M. Lee, Chinmay Hegde, Soumik Sarkar",MAIN TRACK
Negative Sample Matters: A Renaissance of Metric Learning for Temporal Grounding,2022,AAAI,"Zhenzhi Wang, Limin Wang, Tao Wu, Tianhao Li, Gangshan Wu",MAIN TRACK
"Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding",2022,AAAI,"Zizhao Zhang, Han Zhang, Long Zhao, Ting Chen, Sercan Ö. Arik, Tomas Pfister",MAIN TRACK
StoryQ‚Äîan Online Environment for Machine Learning of Text Classification,2022,AAAI,"William Finzer, Jie Chao, Carolyn Rose, Shiyan Jiang",MAIN TRACK
A Multimodal Fusion-Based LNG Detection for Monitoring Energy Facilities (Student Abstract),2022,AAAI,"Junchi Bin, Choudhury A. Rahman, Shane Rogers, Shan Du, Zheng Liu",STUDENT ABSTRACT AND POSTER PROGRAM
HAGEN: Homophily-Aware Graph Convolutional Recurrent Network for Crime Forecasting,2022,AAAI,"Chenyu Wang, Zongyu Lin, Xiaochen Yang, Jiao Sun, Mingxuan Yue, Cyrus Shahabi",MAIN TRACK
Dynamic Nonlinear Matrix Completion for Time-Varying Data Imputation,2022,AAAI,Jicong Fan,MAIN TRACK
Optimal Local Explainer Aggregation for Interpretable Prediction,2022,AAAI,"Qiaomei Li, Rachel Cummings, Yonatan Mintz",AI FOR SOCIAL IMPACT TRACK
Exploiting Fine-Grained Face Forgery Clues via Progressive Enhancement Learning,2022,AAAI,"Qiqi Gu, Shen Chen, Taiping Yao, Yang Chen, Shouhong Ding, Ran Yi",MAIN TRACK
Logic Rule Guided Attribution with Dynamic Ablation,2022,AAAI,"Jianqiao An, Yuandu Lai, Yahong Han",MAIN TRACK
Truth-Tracking via Approval Voting: Size Matters,2022,AAAI,"Tahar Allouche, Jerome Lang, Florian Yger",MAIN TRACK
Defending Against Model Stealing via Verifying Embedded External Features,2022,AAAI,"Yiming Li, Linghui Zhu, Xiaojun Jia, Yong Jiang, Shu-Tao Xia, Xiaochun Cao",MAIN TRACK
Dynamic Incentive Mechanism Design for COVID-19 Social Distancing,2022,AAAI,"Xuan Rong Zane Ho, Wei Yang Bryan Lim, Hongchao Jiang, Jer Shyuan Ng, Han Yu, Zehui Xiong, Dusit Niyato, Chunyan Miao",DEMONSTRATIONS
Random vs. Best-First: Impact of Sampling Strategies on Decision Making in Model-Based Diagnosis,2022,AAAI,Patrick Rodler,MAIN TRACK
Multi-Dimension Attention for Multi-Turn Dialog Generation (Student Abstract),2022,AAAI,"Belainine Billal, Sadat Fatiha, Boukadoum Mounir",STUDENT ABSTRACT AND POSTER PROGRAM
Improving Evidential Deep Learning via Multi-Task Learning,2022,AAAI,"Dongpin Oh, Bonggun Shin",MAIN TRACK
GALAXY: A Generative Pre-Trained Model for Task-Oriented Dialog with Semi-Supervised Learning and Explicit Policy Injection,2022,AAAI,"Wanwei He, Yinpei Dai, Yinhe Zheng, Yuchuan Wu, Zheng Cao, Dermot Liu, Peng Jiang, Min Yang, Fei Huang, Luo Si, Jian Sun, Yongbin Li",MAIN TRACK
Bridging LTLf Inference to GNN Inference for Learning LTLf Formulae,2022,AAAI,"Weilin Luo, Hai Wan, Pingjia Liang, Jianfeng Du, Bo Peng, Delong Zhang",MAIN TRACK
The SoftCumulative Constraint with Quadratic Penalty,2022,AAAI,"Yanick Ouellet, Claude-Guy Quimper",MAIN TRACK
Enhance Cross-Domain Aspect-Based Sentiment Analysis by Incorporating Commonsense Relational Structure (Student Abstract),2022,AAAI,"Yushi Zeng, Guohua Wang, Haopeng Ren, Yi Cai",STUDENT ABSTRACT AND POSTER PROGRAM
Conditional Abstract Dialectical Frameworks,2022,AAAI,"Jesse Heyninck, Matthias Thimm, Gabriele Kern-Isberner, Tjitze Rienstra, Kenneth Skiba",MAIN TRACK
VITA: A Multi-Source Vicinal Transfer Augmentation Method for Out-of-Distribution Generalization,2022,AAAI,"Minghui Chen, Cheng Wen, Feng Zheng, Fengxiang He, Ling Shao",MAIN TRACK
Finding Backdoors to Integer Programs: A Monte Carlo Tree Search Framework,2022,AAAI,"Elias B. Khalil, Pashootan Vaezipoor, Bistra Dilkina",MAIN TRACK
An Algorithmic Introduction to Savings Circles,2022,AAAI,"Rediet Abebe, Adam Eck, Christian Ikeokwu, Samuel Taggart",MAIN TRACK
Creating Interpretable Data-Driven Approaches for Tropical Cyclones Forecasting,2022,AAAI,Fan Meng,DOCTORAL CONSORTIUM
Forecasting Asset Dependencies to Reduce Portfolio Risk,2022,AAAI,"Haoren Zhu, Shih-Yang Liu, Pengfei Zhao, Yingying Chen, Dik Lun Lee",MAIN TRACK
On the Computation of Necessary and Sufficient Explanations,2022,AAAI,"Adnan Darwiche, Chunxi Ji",MAIN TRACK
Improving Local Search Algorithms via Probabilistic Configuration Checking,2022,AAAI,"Weilin Luo, Hai Wan, Rongzhen Ye, Shaowei Cai, Biqing Fang, Delong Zhang",MAIN TRACK
Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation,2022,AAAI,"Yujia Zhang, Lai-Man Po, Xuyuan Xu, Mengyang Liu, Yexin Wang, Weifeng Ou, Yuzhi Zhao, Wing-Yin Yu",MAIN TRACK
Learning Economic Indicators by Aggregating Multi-Level Geospatial Information,2022,AAAI,"Sungwon Park, Sungwon Han, Donghyun Ahn, Jaeyeon Kim, Jeasurk Yang, Susang Lee, Seunghoon Hong, Jihee Kim, Sangyoon Park, Hyunjoo Yang, Meeyoung Cha",AI FOR SOCIAL IMPACT TRACK
Enhancing Pseudo Label Quality for Semi-Supervised Domain-Generalized Medical Image Segmentation,2022,AAAI,"Huifeng Yao, Xiaowei Hu, Xiaomeng Li",MAIN TRACK
AI Driven Accounts Payable Transformation,2022,AAAI,"Tarun Tater, Neelamadhav Gantayat, Sampath Dechu, Hussain Jagirdar, Harshit Rawat, Meena Guptha, Surbhi Gupta, Lukasz Strak, Shashi Kiran, Sivakumar Narayanan",MAIN TRACK
Deep Learning for Personalized Preoperative Planning of Microsurgical Free Tissue Transfers,2022,AAAI,Eshika Saxena,UNDERGRADUATE CONSORTIUM
A Lyapunov-Based Methodology for Constrained Optimization with Bandit Feedback,2022,AAAI,"Semih Cayci, Yilin Zheng, Atilla Eryilmaz",MAIN TRACK
SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecular Data,2022,AAAI,"Chaoyang He, Emir Ceyani, Keshav Balasubramanian, Murali Annavaram, Salman Avestimehr",MAIN TRACK
Wasserstein Unsupervised Reinforcement Learning,2022,AAAI,"Shuncheng He, Yuhang Jiang, Hongchang Zhang, Jianzhun Shao, Xiangyang Ji",MAIN TRACK
Zero-Shot Cross-Lingual Machine Reading Comprehension via Inter-Sentence Dependency Graph,2022,AAAI,"Liyan Xu, Xuchao Zhang, Bo Zong, Yanchi Liu, Wei Cheng, Jingchao Ni, Haifeng Chen, Liang Zhao, Jinho D. Choi",MAIN TRACK
Causal Intervention for Subject-Deconfounded Facial Action Unit Recognition,2022,AAAI,"Yingjie Chen, Diqi Chen, Tao Wang, Yizhou Wang, Yun Liang",MAIN TRACK
Weakly Supervised Neuro-Symbolic Module Networks for Numerical Reasoning over Text,2022,AAAI,"Amrita Saha, Shafiq Joty, Steven Hoi",MAIN TRACK
Expressivity of Planning with Horn Description Logic Ontologies,2022,AAAI,"Stefan Borgwardt, Jörg Hoffmann, Alisa Kovtunova, Markus Krötzsch, Bernhard Nebel, Marcel Steinmetz",MAIN TRACK
Learning Quality-Aware Representation for Multi-Person Pose Regression,2022,AAAI,"Yabo Xiao, Dongdong Yu, Xiao Juan Wang, Lei Jin, Guoli Wang, Qian Zhang",MAIN TRACK
PetsGAN: Rethinking Priors for Single Image Generation,2022,AAAI,"Zicheng Zhang, Yinglu Liu, Congying Han, Hailin Shi, Tiande Guo, Bowen Zhou",MAIN TRACK
Planning to Avoid Side Effects,2022,AAAI,"Toryn Q. Klassen, Sheila A. McIlraith, Christian Muise, Jarvis Xu",MAIN TRACK
Exploring Motion and Appearance Information for Temporal Sentence Grounding,2022,AAAI,"Daizong Liu, Xiaoye Qu, Pan Zhou, Yang Liu",MAIN TRACK
Optimize What You Evaluate with: Search Result Diversification Based on Approximate Metric Optimization,2022,AAAI,Hai-Tao Yu,MAIN TRACK
AI-Driven Road Condition Monitoring across Multiple Nations,2022,AAAI,"Deeksha Arya, ,",DOCTORAL CONSORTIUM
Modality-Adaptive Mixup and Invariant Decomposition for RGB-Infrared Person Re-Identification,2022,AAAI,"Zhipeng Huang, Jiawei Liu, Liang Li, Kecheng Zheng, Zheng-Jun Zha",MAIN TRACK
